,Unnamed: 0,year_film,year_award,ceremony,category,nominee,film,win,single_award,race
237,254,1954,1955,12,Best Performance by an Actor in a Motion Picture - Musical or Comedy,James Mason,"Star is Born, A (1954)",True,True,White
238,811,1962,1963,20,Best Performance by an Actor in a Motion Picture - Drama,James Mason,Lolita,False,True,White
239,3220,1982,1983,40,Best Performance by an Actor in a Supporting Role in any Motion Picture,James Mason,"Verdict, The",False,True,White
240,255,1954,1955,12,Best Performance by an Actress in a Supporting Role in any Motion Picture,Jan Sterling,"High and The Mighty, The",True,True,White
241,256,1954,1955,12,Best Performance by an Actor in a Supporting Role in any Motion Picture,Edmond O'Brien,"Barefoot Contessa, The",True,True,White
242,943,1963,1964,21,Best Performance by an Actress in a Supporting Role in any Motion Picture,Edmond O'Brien,Seven Days In May,True,True,White
243,1061,1964,1965,22,Best Performance by an Actor in a Supporting Role in any Motion Picture,Edmond O'Brien,Cheyenne Autumn,False,True,White
244,265,1954,1955,12,New Star Of The Year - Actress,Shirley MacLaine,"Trouble With Harry, The",True,True,White
245,462,1958,1959,16,Best Performance by an Actress in a Motion Picture - Drama,Shirley MacLaine,Some Came Running,False,True,White
246,608,1959,1960,17,Actress In A Leading Role - Musical Or Comedy,Shirley MacLaine,Ask Any Girl,False,True,White
247,688,1960,1961,18,Actress In A Leading Role - Musical Or Comedy,Shirley MacLaine,"Apartment, The",True,True,White
248,711,1961,1962,19,Best Performance by an Actress in a Motion Picture - Drama,Shirley MacLaine,"Children's Hour, The",False,True,White
249,1002,1963,1964,21,Actress In A Leading Role - Musical Or Comedy,Shirley MacLaine,Irma La Douce,True,True,White
250,1284,1966,1967,24,Actress In A Leading Role - Musical Or Comedy,Shirley MacLaine,Gambit,False,True,White
251,1386,1967,1968,25,Actress In A Leading Role - Musical Or Comedy,Shirley MacLaine,Woman Times Seven,False,True,White
252,1605,1969,1970,27,Actress In A Leading Role - Musical Or Comedy,Shirley MacLaine,Sweet Charity,False,True,White
253,2821,1979,1980,37,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Shirley MacLaine,Being There,False,True,White
254,3328,1983,1984,41,Best Performance by an Actress in a Motion Picture - Drama,Shirley MacLaine,Terms of Endearment,True,True,White
255,3911,1987,1988,45,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Shirley MacLaine,Out on a Limb,False,True,White
256,3966,1988,1989,46,Best Performance by an Actress in a Motion Picture - Drama,Shirley MacLaine,Madame Sousatzka,True,True,White
257,4240,1990,1991,48,Best Performance by an Actress in a Supporting Role in any Motion Picture,Shirley MacLaine,Postcards From The Edge,False,True,White
258,4481,1992,1993,50,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Shirley MacLaine,Used People,False,True,White
259,4729,1994,1995,52,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Shirley MacLaine,Guarding Tess,False,True,White
260,5806,2002,2003,60,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Shirley MacLaine,Hell on Heels: The Battle of Mary Kay,False,True,White
261,6129,2005,2006,63,Best Performance by an Actress in a Supporting Role in any Motion Picture,Shirley MacLaine,In Her Shoes,False,True,White
262,6564,2008,2009,66,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Shirley MacLaine,Coco Chanel,False,True,White
263,266,1954,1955,12,New Star Of The Year - Actress,Kim Novak,Phffft!,True,True,White
264,267,1954,1955,12,New Star Of The Year - Actress,Karen Sharpe,"High and The Mighty, The",True,True,White
265,268,1954,1955,12,New Star Of The Year - Actor,Joe Adams,Carmen Jones,True,True,White
266,269,1954,1955,12,New Star Of The Year - Actor,George Nader,Four Guns to the Border,True,True,White
267,270,1954,1955,12,New Star Of The Year - Actor,Jeff Richards,Seven Brides for Seven Brothers,True,True,White
268,271,1954,1955,12,Actress In A Leading Role - Musical Or Comedy,Judy Garland,"Star is Born, A (1954)",True,True,White
269,726,1961,1962,19,Best Performance by an Actress in a Supporting Role in any Motion Picture,Judy Garland,Judgment at Nuremberg,False,True,White
270,283,1955,1956,13,Best Performance by an Actress in a Motion Picture - Drama,Anna Magnani,"Rose Tattoo, The",True,True,White
271,399,1957,1958,15,Best Performance by an Actress in a Motion Picture - Drama,Anna Magnani,Wild is the Wind,False,True,White
272,1606,1969,1970,27,Actress In A Leading Role - Musical Or Comedy,Anna Magnani,"Secret of Santa Vittoria, The",False,True,White
273,284,1955,1956,13,Best Performance by an Actor in a Motion Picture - Drama,Ernest Borgnine,Marty,True,True,White
274,6440,2007,2008,65,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Ernest Borgnine,"Grandpa for Christmas, A",False,True,White
275,285,1955,1956,13,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Tom Ewell,"Seven Year Itch, The",True,True,White
276,286,1955,1956,13,Best Performance by an Actress in a Supporting Role in any Motion Picture,Marisa Pavan,"Rose Tattoo, The",True,True,White
277,299,1955,1956,13,New Star Of The Year - Actress,Anita Ekberg,Blood Alley,True,True,White
278,300,1955,1956,13,New Star Of The Year - Actress,Victoria Shaw,"Eddy Duchin Story, The",True,True,White
279,301,1955,1956,13,New Star Of The Year - Actress,Dana Wynter,"View From Pompey's Head, The",True,True,White
280,302,1955,1956,13,New Star Of The Year - Actor,Ray Danton,I'll Cry Tomorrow,True,True,White
281,303,1955,1956,13,New Star Of The Year - Actor,Russ Tamblyn,Hit The Deck,True,True,White
282,304,1955,1956,13,Actress In A Leading Role - Musical Or Comedy,Jean Simmons,Guys and Dolls,True,True,White
283,447,1957,1958,15,Actress In A Leading Role - Musical Or Comedy,Jean Simmons,This Could Be the Night,False,True,White
284,463,1958,1959,16,Best Performance by an Actress in a Motion Picture - Drama,Jean Simmons,Home Before Dark,False,True,White
285,625,1960,1961,18,Best Performance by an Actress in a Motion Picture - Drama,Jean Simmons,Elmer Gantry,False,True,White
286,1526,1969,1970,27,Best Performance by an Actress in a Motion Picture - Drama,Jean Simmons,"Happy Ending, The",False,True,White
287,3435,1983,1984,41,Best Performance by an Actress in a Supporting Role in a Series: Limited Series or Motion Picture Made for Television,Jean Simmons,"Thorn Birds, The",False,True,White
288,318,1956,1957,14,Best Performance by an Actress in a Motion Picture - Drama,Carroll Baker,Baby Doll,False,True,White
289,362,1956,1957,14,New Star Of The Year - Actress,Carroll Baker,Baby Doll,True,True,White
290,363,1956,1957,14,New Star Of The Year - Actress,Carroll Baker,Giant,True,True,White
291,320,1956,1957,14,Best Performance by an Actress in a Motion Picture - Drama,Helen Hayes,Anastasia (1956),False,True,White
292,2188,1974,1975,32,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Helen Hayes,Herbie Rides Again,False,True,White
293,325,1956,1957,14,Best Performance by an Actor in a Motion Picture - Drama,Charlton Heston,"Ten Commandments, The",False,True,White
294,548,1959,1960,17,Best Performance by an Actor in a Motion Picture - Drama,Charlton Heston,Ben-Hur,False,True,White
295,817,1962,1963,20,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Charlton Heston,The Pigeon That Took Rome,False,True,White
296,326,1956,1957,14,Best Performance by an Actor in a Motion Picture - Drama,Burt Lancaster,"Rainmaker, The",False,True,White
297,627,1960,1961,18,Best Performance by an Actor in a Motion Picture - Drama,Burt Lancaster,Elmer Gantry,True,True,White
298,809,1962,1963,20,Best Performance by an Actor in a Motion Picture - Drama,Burt Lancaster,Birdman of Alcatraz,False,True,White
299,3069,1981,1982,39,Best Performance by an Actor in a Motion Picture - Drama,Burt Lancaster,Atlantic City,False,True,White
300,4295,1990,1991,48,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Burt Lancaster,"Phantom of the Opera, The",False,True,White
301,327,1956,1957,14,Best Performance by an Actor in a Motion Picture - Drama,Karl Malden,Baby Doll,False,True,White
302,818,1962,1963,20,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Karl Malden,Gypsy,False,True,White
303,2373,1975,1976,33,Best Performance by an Actor In A Television Series - Drama,Karl Malden,"Streets of San Francisco, The",False,True,White
304,328,1956,1957,14,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Cantinflas,Around the World in 80 Days,True,True,Hispanic
305,634,1960,1961,18,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Cantinflas,Pepe,False,True,Hispanic
306,330,1956,1957,14,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Yul Brynner,"King and I, The",False,True,White
307,331,1956,1957,14,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Glenn Ford,"Teahouse of the August Moon, The",False,True,White
308,407,1957,1958,15,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Glenn Ford,Don't Go Near The Water,False,True,White
309,719,1961,1962,19,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Glenn Ford,Pocketful of Miracles,True,True,White
310,333,1956,1957,14,Best Performance by an Actress in a Supporting Role in any Motion Picture,Eileen Heckart,"Bad Seed, The",True,True,White
311,334,1956,1957,14,Best Performance by an Actress in a Supporting Role in any Motion Picture,Marjorie Main,Friendly Persuasion,False,True,White
312,335,1956,1957,14,Best Performance by an Actress in a Supporting Role in any Motion Picture,Dorothy Malone,Written on the Wind,False,True,White
313,1107,1964,1965,22,Actress In A Television Series,Dorothy Malone,Peyton Place (TV Series),False,True,White
314,1206,1965,1966,23,Actress In A Television Series,Dorothy Malone,Peyton Place (TV Series),False,True,White
315,336,1956,1957,14,Best Performance by an Actress in a Supporting Role in any Motion Picture,Patty McCormack,"Bad Seed, The",False,True,White
316,338,1956,1957,14,Best Performance by an Actor in a Supporting Role in any Motion Picture,Earl Holliman,"Rainmaker, The",True,True,White
317,4578,1992,1993,50,Best Performance by an Actor in a Supporting Role in a Series: Limited Series or Motion Picture Made for Television,Earl Holliman,Delta,False,True,White
318,339,1956,1957,14,Best Performance by an Actor in a Supporting Role in any Motion Picture,Eddie Albert,"Teahouse of the August Moon, The",False,True,White
319,2201,1974,1975,32,Best Performance by an Actor in a Supporting Role in any Motion Picture,Eddie Albert,The Longest Yard,False,True,White
320,340,1956,1957,14,Best Performance by an Actor in a Supporting Role in any Motion Picture,Oscar Homolka,War and Peace,False,True,White
321,341,1956,1957,14,Best Performance by an Actor in a Supporting Role in any Motion Picture,Anthony Quinn,Lust For Life,False,True,Hispanic
322,814,1962,1963,20,Best Performance by an Actor in a Motion Picture - Drama,Anthony Quinn,Lawrence Of Arabia,False,True,Hispanic
323,1048,1964,1965,22,Best Performance by an Actor in a Motion Picture - Drama,Anthony Quinn,Zorba The Greek,False,True,Hispanic
324,1535,1969,1970,27,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Anthony Quinn,"Secret of Santa Vittoria, The",False,True,Hispanic
325,5079,1996,1997,54,Best Performance by an Actor in a Supporting Role in a Series: Limited Series or Motion Picture Made for Television,Anthony Quinn,Gotti,False,True,Hispanic
326,342,1956,1957,14,Best Performance by an Actor in a Supporting Role in any Motion Picture,Eli Wallach,Baby Doll,False,True,White
327,364,1956,1957,14,New Star Of The Year - Actress,Jayne Mansfield,"Girl Can't Help It, The",True,True,White
328,366,1956,1957,14,New Star Of The Year - Actress,Jayne Mansfield,Giant,False,True,White
329,365,1956,1957,14,New Star Of The Year - Actress,Natalie Wood,Rebel Without a Cause,True,True,White
330,713,1961,1962,19,Best Performance by an Actress in a Motion Picture - Drama,Natalie Wood,Splendor in the Grass,False,True,White
331,894,1962,1963,20,Actress In A Leading Role - Musical Or Comedy,Natalie Wood,Gypsy,False,True,White
332,924,1963,1964,21,Best Performance by an Actress in a Motion Picture - Drama,Natalie Wood,Love with the Proper Stranger,False,True,White
333,1182,1965,1966,23,Actress In A Leading Role - Musical Or Comedy,Natalie Wood,Inside Daisy Clover,False,True,White
334,1219,1966,1967,24,Best Performance by an Actress in a Motion Picture - Drama,Natalie Wood,This Property Is Condemned,False,True,White
335,2875,1979,1980,37,Best Performance by an Actress In A Television Series - Drama,Natalie Wood,From Here to Eternity (TV Mini-Series),True,True,White
336,367,1956,1957,14,New Foreign Star Of The Year - Actress,Taina Elg,,True,True,Middle Eastern
337,443,1957,1958,15,Actress In A Leading Role - Musical Or Comedy,Taina Elg,Les Girls,True,True,Middle Eastern
338,368,1956,1957,14,New Foreign Star Of The Year - Actor,Jacques Bergerac,,True,True,White
339,369,1956,1957,14,New Star Of The Year - Actor,John Kerr,Tea and Sympathy,True,True,White
340,370,1956,1957,14,New Star Of The Year - Actor,Paul Newman,"Silver Chalice, The",True,True,White
341,718,1961,1962,19,Best Performance by an Actor in a Motion Picture - Drama,Paul Newman,The Hustler,False,True,White
342,812,1962,1963,20,Best Performance by an Actor in a Motion Picture - Drama,Paul Newman,Sweet Bird of Youth,False,True,White
343,839,1962,1963,20,Best Performance by an Actor in a Supporting Role in any Motion Picture,Paul Newman,Hemingway's Adventures of a Young Man,False,True,White
344,931,1963,1964,21,Best Performance by an Actor in a Motion Picture - Drama,Paul Newman,Hud,False,True,White
345,1326,1967,1968,25,Best Performance by an Actor in a Motion Picture - Drama,Paul Newman,Cool Hand Luke,False,True,White
346,3200,1982,1983,40,Best Performance by an Actor in a Motion Picture - Drama,Paul Newman,"Verdict, The",False,True,White
347,3718,1986,1987,44,Best Performance by an Actor in a Motion Picture - Drama,Paul Newman,"Color of Money, The",False,True,White
348,4723,1994,1995,52,Best Performance by an Actor in a Motion Picture - Drama,Paul Newman,Nobody's Fool,False,True,White
349,5759,2002,2003,60,Best Performance by an Actor in a Supporting Role in any Motion Picture,Paul Newman,Road to Perdition,False,True,White
350,6215,2005,2006,63,Best Performance by an Actor in a Supporting Role in a Series: Limited Series or Motion Picture Made for Television,Paul Newman,Empire Falls,True,True,White
